"year","council","income","activity","val"
2011,"Masterton District Council","Sales and other operating income","Wastewater",296
2011,"Masterton District Council","Employee costs","Wastewater",28
2011,"Masterton District Council","Depreciation and amortisation","Wastewater",1611
2011,"Masterton District Council","Current grants, subsidies, and donations expenditure","Wastewater",0
2011,"Masterton District Council","Interest expenditure","Wastewater",1129
2011,"Masterton District Council","Purchases and other operating expenditure","Wastewater",1584
2010,"Masterton District Council","Rates","Wastewater",2556
2010,"Masterton District Council","Regulatory income and petrol tax","Wastewater",0
2010,"Masterton District Council","Current grants, subsidies, and donations income","Wastewater",0
2010,"Masterton District Council","Interest income","Wastewater",0
2010,"Masterton District Council","Dividend income","Wastewater",0
2010,"Masterton District Council","Sales and other operating income","Wastewater",365
2010,"Masterton District Council","Employee costs","Wastewater",59
2010,"Masterton District Council","Depreciation and amortisation","Wastewater",1535
2010,"Masterton District Council","Current grants, subsidies, and donations expenditure","Wastewater",0
2010,"Masterton District Council","Interest expenditure","Wastewater",703
2010,"Masterton District Council","Purchases and other operating expenditure","Wastewater",520
2009,"Masterton District Council","Rates","Wastewater",2111
2009,"Masterton District Council","Regulatory income and petrol tax","Wastewater",0
2009,"Masterton District Council","Current grants, subsidies, and donations income","Wastewater",0
2009,"Masterton District Council","Interest income","Wastewater",0
2009,"Masterton District Council","Dividend income","Wastewater",0
2009,"Masterton District Council","Sales and other operating income","Wastewater",340
2009,"Masterton District Council","Employee costs","Wastewater",27
2009,"Masterton District Council","Depreciation and amortisation","Wastewater",1508
2009,"Masterton District Council","Current grants, subsidies, and donations expenditure","Wastewater",0
2009,"Masterton District Council","Interest expenditure","Wastewater",715
2009,"Masterton District Council","Purchases and other operating expenditure","Wastewater",381
2014,"Masterton District Council","Rates","Solid waste/refuse",905
2014,"Masterton District Council","Regulatory income and petrol tax","Solid waste/refuse",0
2014,"Masterton District Council","Current grants, subsidies, and donations income","Solid waste/refuse",74
2014,"Masterton District Council","Interest income","Solid waste/refuse",0
2014,"Masterton District Council","Dividend income","Solid waste/refuse",0
2014,"Masterton District Council","Sales and other operating income","Solid waste/refuse",2346
2014,"Masterton District Council","Employee costs","Solid waste/refuse",0
2014,"Masterton District Council","Depreciation and amortisation","Solid waste/refuse",83
2014,"Masterton District Council","Current grants, subsidies, and donations expenditure","Solid waste/refuse",0
2014,"Masterton District Council","Interest expenditure","Solid waste/refuse",99
2014,"Masterton District Council","Purchases and other operating expenditure","Solid waste/refuse",2215
2013,"Masterton District Council","Rates","Solid waste/refuse",1092
2013,"Masterton District Council","Regulatory income and petrol tax","Solid waste/refuse",0
2013,"Masterton District Council","Current grants, subsidies, and donations income","Solid waste/refuse",69
2013,"Masterton District Council","Interest income","Solid waste/refuse",0
2013,"Masterton District Council","Dividend income","Solid waste/refuse",0
2013,"Masterton District Council","Sales and other operating income","Solid waste/refuse",2148
2013,"Masterton District Council","Employee costs","Solid waste/refuse",0
2013,"Masterton District Council","Depreciation and amortisation","Solid waste/refuse",83
2013,"Masterton District Council","Current grants, subsidies, and donations expenditure","Solid waste/refuse",0
2013,"Masterton District Council","Interest expenditure","Solid waste/refuse",101
2013,"Masterton District Council","Purchases and other operating expenditure","Solid waste/refuse",3112
2012,"Masterton District Council","Rates","Solid waste/refuse",876
2012,"Masterton District Council","Regulatory income and petrol tax","Solid waste/refuse",0
2012,"Masterton District Council","Current grants, subsidies, and donations income","Solid waste/refuse",66
2012,"Masterton District Council","Interest income","Solid waste/refuse",0
2012,"Masterton District Council","Dividend income","Solid waste/refuse",0
2012,"Masterton District Council","Sales and other operating income","Solid waste/refuse",2036
2012,"Masterton District Council","Employee costs","Solid waste/refuse",4
2012,"Masterton District Council","Depreciation and amortisation","Solid waste/refuse",89
2012,"Masterton District Council","Current grants, subsidies, and donations expenditure","Solid waste/refuse",0
2012,"Masterton District Council","Interest expenditure","Solid waste/refuse",119
2012,"Masterton District Council","Purchases and other operating expenditure","Solid waste/refuse",2929
2011,"Masterton District Council","Rates","Solid waste/refuse",1239
2011,"Masterton District Council","Regulatory income and petrol tax","Solid waste/refuse",0
2011,"Masterton District Council","Current grants, subsidies, and donations income","Solid waste/refuse",68
2011,"Masterton District Council","Interest income","Solid waste/refuse",0
2011,"Masterton District Council","Dividend income","Solid waste/refuse",0
2011,"Masterton District Council","Sales and other operating income","Solid waste/refuse",2028
2011,"Masterton District Council","Employee costs","Solid waste/refuse",0
2011,"Masterton District Council","Depreciation and amortisation","Solid waste/refuse",53
2011,"Masterton District Council","Current grants, subsidies, and donations expenditure","Solid waste/refuse",0
2011,"Masterton District Council","Interest expenditure","Solid waste/refuse",62
2011,"Masterton District Council","Purchases and other operating expenditure","Solid waste/refuse",3441
2010,"Masterton District Council","Rates","Solid waste/refuse",1188
2010,"Masterton District Council","Regulatory income and petrol tax","Solid waste/refuse",0
2010,"Masterton District Council","Current grants, subsidies, and donations income","Solid waste/refuse",0
2010,"Masterton District Council","Interest income","Solid waste/refuse",0
2010,"Masterton District Council","Dividend income","Solid waste/refuse",0
2010,"Masterton District Council","Sales and other operating income","Solid waste/refuse",1807
2010,"Masterton District Council","Employee costs","Solid waste/refuse",0
2010,"Masterton District Council","Depreciation and amortisation","Solid waste/refuse",45
2010,"Masterton District Council","Current grants, subsidies, and donations expenditure","Solid waste/refuse",0
2010,"Masterton District Council","Interest expenditure","Solid waste/refuse",24
2010,"Masterton District Council","Purchases and other operating expenditure","Solid waste/refuse",2563
2009,"Masterton District Council","Rates","Solid waste/refuse",927
2009,"Masterton District Council","Regulatory income and petrol tax","Solid waste/refuse",0
2009,"Masterton District Council","Current grants, subsidies, and donations income","Solid waste/refuse",0
2009,"Masterton District Council","Interest income","Solid waste/refuse",0
2009,"Masterton District Council","Dividend income","Solid waste/refuse",0
2009,"Masterton District Council","Sales and other operating income","Solid waste/refuse",1725
2009,"Masterton District Council","Employee costs","Solid waste/refuse",0
2009,"Masterton District Council","Depreciation and amortisation","Solid waste/refuse",36
2009,"Masterton District Council","Current grants, subsidies, and donations expenditure","Solid waste/refuse",0
2009,"Masterton District Council","Interest expenditure","Solid waste/refuse",26
2009,"Masterton District Council","Purchases and other operating expenditure","Solid waste/refuse",2319
2014,"Masterton District Council","Rates","Environmental protection",0
2014,"Masterton District Council","Regulatory income and petrol tax","Environmental protection",0
2014,"Masterton District Council","Current grants, subsidies, and donations income","Environmental protection",0
2014,"Masterton District Council","Interest income","Environmental protection",0
2014,"Masterton District Council","Dividend income","Environmental protection",0
2014,"Masterton District Council","Sales and other operating income","Environmental protection",0
2014,"Masterton District Council","Employee costs","Environmental protection",0
2014,"Masterton District Council","Depreciation and amortisation","Environmental protection",0
2014,"Masterton District Council","Current grants, subsidies, and donations expenditure","Environmental protection",0
2014,"Masterton District Council","Interest expenditure","Environmental protection",0
2014,"Masterton District Council","Purchases and other operating expenditure","Environmental protection",0
2013,"Masterton District Council","Rates","Environmental protection",0
2013,"Masterton District Council","Regulatory income and petrol tax","Environmental protection",0
2013,"Masterton District Council","Current grants, subsidies, and donations income","Environmental protection",0
2013,"Masterton District Council","Interest income","Environmental protection",0
2013,"Masterton District Council","Dividend income","Environmental protection",0
2013,"Masterton District Council","Sales and other operating income","Environmental protection",0
2013,"Masterton District Council","Employee costs","Environmental protection",0
2013,"Masterton District Council","Depreciation and amortisation","Environmental protection",0
2013,"Masterton District Council","Current grants, subsidies, and donations expenditure","Environmental protection",0
2013,"Masterton District Council","Interest expenditure","Environmental protection",0
2013,"Masterton District Council","Purchases and other operating expenditure","Environmental protection",0
2012,"Masterton District Council","Rates","Environmental protection",0
2012,"Masterton District Council","Regulatory income and petrol tax","Environmental protection",0
2012,"Masterton District Council","Current grants, subsidies, and donations income","Environmental protection",0
2012,"Masterton District Council","Interest income","Environmental protection",0
2012,"Masterton District Council","Dividend income","Environmental protection",0
2012,"Masterton District Council","Sales and other operating income","Environmental protection",0
2012,"Masterton District Council","Employee costs","Environmental protection",0
2012,"Masterton District Council","Depreciation and amortisation","Environmental protection",0
2012,"Masterton District Council","Current grants, subsidies, and donations expenditure","Environmental protection",0
2012,"Masterton District Council","Interest expenditure","Environmental protection",0
2012,"Masterton District Council","Purchases and other operating expenditure","Environmental protection",0
2011,"Masterton District Council","Rates","Environmental protection",0
2011,"Masterton District Council","Regulatory income and petrol tax","Environmental protection",0
2011,"Masterton District Council","Current grants, subsidies, and donations income","Environmental protection",0
2011,"Masterton District Council","Interest income","Environmental protection",0
2011,"Masterton District Council","Dividend income","Environmental protection",0
2011,"Masterton District Council","Sales and other operating income","Environmental protection",0
2011,"Masterton District Council","Employee costs","Environmental protection",0
2011,"Masterton District Council","Depreciation and amortisation","Environmental protection",0
2011,"Masterton District Council","Current grants, subsidies, and donations expenditure","Environmental protection",0
2011,"Masterton District Council","Interest expenditure","Environmental protection",0
2011,"Masterton District Council","Purchases and other operating expenditure","Environmental protection",0
2010,"Masterton District Council","Rates","Environmental protection",0
2010,"Masterton District Council","Regulatory income and petrol tax","Environmental protection",0
2010,"Masterton District Council","Current grants, subsidies, and donations income","Environmental protection",0
2010,"Masterton District Council","Interest income","Environmental protection",0
2010,"Masterton District Council","Dividend income","Environmental protection",0
2010,"Masterton District Council","Sales and other operating income","Environmental protection",0
2010,"Masterton District Council","Employee costs","Environmental protection",0
2010,"Masterton District Council","Depreciation and amortisation","Environmental protection",0
2010,"Masterton District Council","Current grants, subsidies, and donations expenditure","Environmental protection",0
2010,"Masterton District Council","Interest expenditure","Environmental protection",0
